	SRR7093809	SRR7093811	SRR7093812	SRR7093813	SRR7093814	SRR7093815	SRR7093816	SRR7093819	SRR7093821	SRR7093822	SRR7093824	SRR7093826	SRR7093827	SRR7093828	SRR7093829	SRR7093830	SRR7093832	SRR7093833	SRR7093834	SRR7093835	SRR7093836	SRR7093838	SRR7093839	SRR7093840	SRR7093842	SRR7093843	SRR7093845	SRR7093846	SRR7093847	SRR7093848	SRR7093850	SRR7093852	SRR7093854	SRR7093855	SRR7093856	SRR7093857	SRR7093858	SRR7093859	SRR7093860	SRR7093861	SRR7093862	SRR7093863	SRR7093864	SRR7093865	SRR7093866	SRR7093867	SRR7093869	SRR7093870	SRR7093871	SRR7093872	SRR7093873	SRR7093874	SRR7093875	SRR7093876	SRR7093877	SRR7093878	SRR7093879	SRR7093882	SRR7093883	SRR7093884	SRR7093887	SRR7093888	SRR7093889	SRR7093890	SRR7093891	SRR7093892	SRR7093893	SRR7093894	SRR7093895	SRR7093896	SRR7093897	SRR7093898	SRR7093899	SRR7093900	SRR7093901	SRR7093902	SRR7093903	SRR7093904	SRR7093905	SRR7093906	SRR7093907	SRR7093908	SRR7093909	SRR7093910	SRR7093911	SRR7093912	SRR7093913	SRR7093914	SRR7093915	SRR7093916	SRR7093917	SRR7093918	SRR7093919	SRR7093920	SRR7093921	SRR7093922	SRR7093923	SRR7093924	SRR7093925	SRR7093926	SRR7093927	SRR7093929	SRR7093930	SRR7093931	SRR7093932	SRR7093933	SRR7093934	SRR7093937	SRR7093940	SRR7093942	SRR7093943	SRR7093945	SRR7093946	SRR7093947	SRR7093948	SRR7093950
ENSG00000009307.18	98	98	98	98	98	98	98	98	98	98	98	97	98	98	97	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	97	98	98	98	98	98	97	97	98	98	98	98	97	97	98	98	98	98	98	98	98	98	97	98	98	98	98	97	97	98	97	98	98	98	98	98	98	98	97	98	98	98	98	98	98	98	97	98	98	98	97	98	97	98	97	98	98	97	97	98	97	97	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98
ENSG00000009413.17	85	77	60	89	86	89	93	79	94	92	96	82	91	93	84	77	87	87	82	94	95	81	88	67	78	92	88	81	83	90	83	90	78	78	82	87	86	63	66	98	98	97	97	98	98	97	97	92	97	98	90	78	69	77	80	85	74	67	57	82	63	84	77	75	63	67	75	80	69	82	81	68	80	71	73	84	81	89	89	83	85	77	68	87	76	87	91	73	93	85	88	79	95	94	91	93	94	89	88	92	80	86	87	89	82	75	89	81	87	75	95	77	78	79	81	84
ENSG00000010017.14	72	73	74	75	73	74	82	74	79	81	75	75	78	76	74	76	79	74	75	80	78	74	76	73	73	77	70	75	73	75	77	77	73	74	78	78	73	78	74	82	84	84	80	78	80	82	82	82	79	84	85	70	75	68	74	72	80	76	82	75	75	73	77	77	76	75	69	75	78	80	80	74	77	75	79	71	76	72	80	73	76	79	78	79	77	75	78	77	77	80	79	77	80	82	82	82	82	83	84	86	72	73	71	76	77	75	81	73	79	76	77	72	72	77	71	76
ENSG00000010292.14	94	94	79	89	93	96	91	92	90	91	82	93	77	84	91	94	85	96	93	95	60	96	92	89	93	76	87	93	95	93	87	95	89	62	92	96	95	90	94	70	74	73	67	56	85	80	86	76	70	72	79	91	86	91	92	92	93	58	68	87	92	90	91	95	93	92	69	83	82	93	93	94	85	95	83	79	80	88	91	94	92	92	78	91	94	71	87	90	86	86	92	91	82	65	77	72	74	52	85	64	95	87	91	86	52	94	77	93	77	68	70	90	91	92	92	89
ENSG00000010322.17	87	76	69	84	82	79	84	78	82	82	92	80	90	87	80	75	84	77	63	73	86	80	82	74	72	89	75	76	70	79	75	80	75	69	65	78	71	84	73	92	87	90	89	83	93	89	91	88	88	89	85	74	70	79	72	81	80	89	87	84	73	79	77	81	75	76	75	79	82	82	83	80	80	79	74	74	76	85	80	82	80	76	83	86	81	82	76	85	87	67	83	85	84	84	88	85	86	88	87	89	77	88	85	85	79	76	78	80	86	81	84	85	85	81	81	87
ENSG00000010404.19	81	84	84	88	80	77	87	79	85	85	89	84	87	87	84	80	89	80	83	76	90	78	86	86	74	82	83	79	79	85	88	82	85	84	84	85	83	87	83	88	89	91	90	84	91	91	89	90	93	90	89	80	84	75	80	90	81	89	90	86	78	86	83	76	81	83	84	86	86	84	85	84	85	92	84	77	77	85	81	81	81	81	85	88	78	85	82	88	90	79	81	84	87	88	91	89	89	93	92	92	80	88	81	82	90	87	91	80	86	92	89	82	84	87	84	87
ENSG00000010704.20	45	54	46	55	53	58	67	54	61	57	60	51	59	57	50	43	49	57	48	64	69	51	53	53	43	63	57	47	52	51	46	43	47	52	47	52	51	55	49	63	64	64	63	55	65	65	65	67	62	66	59	45	45	42	49	36	55	64	56	50	45	50	42	57	50	53	46	52	56	58	58	49	56	53	48	46	48	61	51	54	47	53	55	61	55	58	55	60	64	44	49	57	59	58	68	57	58	56	58	60	51	58	57	52	54	52	34	52	51	56	46	48	51	54	52	51
ENSG00000011007.14	73	77	81	73	78	78	74	74	76	78	72	82	72	78	73	77	81	76	78	75	71	78	72	77	76	80	76	80	80	78	79	74	83	85	74	76	79	79	78	74	75	76	75	71	73	76	75	78	73	73	83	77	80	75	76	78	75	79	85	75	77	77	74	77	82	76	78	79	82	81	78	84	74	76	79	80	75	79	72	76	77	75	80	76	80	78	74	76	80	82	75	77	70	69	78	79	72	76	75	73	78	75	77	77	81	74	79	83	76	79	70	71	73	78	74	82
ENSG00000011009.13	62	60	54	62	64	49	76	73	65	68	51	55	50	59	55	59	54	54	55	46	58	48	59	68	53	53	49	65	53	55	55	53	64	59	61	51	60	64	61	48	53	43	53	50	55	50	44	48	49	43	57	56	57	58	53	67	58	65	67	62	56	49	52	57	54	63	52	55	56	54	57	54	56	55	51	52	52	56	60	49	49	59	61	53	46	62	43	59	58	41	52	55	56	62	55	59	49	59	58	60	56	56	59	53	55	54	57	54	54	63	52	60	61	57	64	63
ENSG00000011105.15	65	34	36	42	40	37	33	41	45	46	53	43	58	48	35	51	54	32	25	29	49	25	41	46	38	52	43	47	30	43	45	39	41	42	31	55	35	42	42	54	52	56	69	51	63	69	67	61	51	62	34	44	35	48	39	48	55	46	63	53	34	49	51	39	56	62	52	55	59	51	49	58	65	54	29	28	48	61	42	41	36	34	44	47	41	68	44	54	43	49	52	44	64	60	63	47	52	49	62	55	61	60	59	56	48	50	73	44	45	68	73	60	58	53	74	66
ENSG00000011132.13	35	27	33	28	27	25	30	28	26	25	31	28	40	31	27	29	35	33	29	26	26	27	24	27	26	29	26	28	26	27	29	25	35	37	33	29	27	35	28	30	20	17	27	21	34	12	21	18	26	17	19	24	32	28	27	30	33	36	34	28	33	31	27	29	31	33	32	25	30	26	27	28	26	28	27	24	31	35	28	28	30	26	28	31	34	34	23	28	29	32	32	28	24	27	18	26	21	34	24	23	31	27	29	30	31	21	36	28	26	23	26	29	29	31	28	28
ENSG00000011258.17	27	30	27	31	29	32	38	27	35	39	38	33	45	35	29	27	32	26	25	33	37	28	38	28	29	42	27	26	27	33	27	24	23	29	24	27	29	25	30	51	53	53	41	40	44	50	50	52	45	61	45	29	26	28	33	37	28	33	23	30	22	26	29	33	29	18	28	31	25	24	34	26	32	23	30	30	29	35	36	29	26	31	27	28	31	32	33	26	36	32	32	28	39	31	41	42	43	39	39	40	27	28	27	33	31	27	48	27	33	29	41	32	27	28	28	33
ENSG00000011295.17	44	43	47	48	42	44	43	42	46	42	48	43	55	45	43	45	49	40	42	45	51	45	41	44	46	49	45	43	48	44	48	44	44	52	43	44	47	41	46	54	67	56	55	58	49	58	59	60	50	62	57	45	47	47	41	40	45	50	36	44	41	46	50	49	48	37	49	49	46	48	46	47	52	45	50	45	50	51	46	48	47	47	47	46	42	50	51	49	45	45	55	44	51	53	59	59	62	51	54	55	41	50	45	42	49	44	49	46	48	58	55	47	48	48	43	52
ENSG00000011304.23	97	95	95	95	97	94	94	97	94	95	93	95	91	93	95	96	93	96	95	96	93	95	95	96	96	92	94	95	94	93	94	96	95	95	94	96	96	95	96	88	79	85	89	89	89	83	87	79	90	79	85	96	94	95	95	94	93	93	94	94	95	93	94	93	92	95	96	94	93	92	94	94	94	94	94	94	95	92	95	94	94	94	94	91	94	93	95	92	93	95	93	94	87	90	86	88	83	87	87	86	96	93	94	93	90	93	91	94	91	92	90	95	95	95	95	93
ENSG00000011332.23	15	18	16	16	11	6	12	18	7	15	12	16	6	2	14	17	5	19	21	17	2	14	13	20	18	12	13	15	18	11	16	15	15	8	21	11	13	14	12	2	3	5	4	4	5	7	10	7	6	5	9	26	16	20	19	17	18	19	15	18	20	15	17	20	16	17	18	17	15	10	11	10	12	17	14	18	13	12	15	13	14	15	14	8	12	13	10	16	11	16	11	19	11	13	9	5	12	10	10	6	16	11	16	15	12	17	7	13	10	16	13	15	13	13	18	15
ENSG00000011422.13	68	81	93	80	80	76	71	83	76	79	60	84	60	68	78	88	75	78	85	77	61	81	75	91	78	64	80	84	81	77	86	72	88	92	85	75	78	85	82	56	54	57	61	63	50	64	52	69	66	52	74	83	91	76	81	70	85	77	89	76	84	78	87	85	88	86	72	73	86	86	83	89	82	86	83	84	85	76	83	77	81	74	81	73	78	65	75	78	67	80	78	85	63	60	53	62	56	48	57	55	80	82	80	65	76	77	59	79	63	82	53	83	78	78	79	78
ENSG00000011426.12	96	98	95	96	96	98	98	98	98	98	82	96	59	83	96	97	73	97	97	98	83	98	97	96	98	74	97	97	98	96	93	98	96	89	98	98	98	92	98	56	67	61	55	57	66	82	63	74	84	55	68	97	96	98	97	95	98	75	89	96	92	91	96	98	97	95	95	96	95	97	97	97	93	97	97	96	95	90	97	98	97	97	94	94	98	86	97	95	84	96	95	96	88	81	59	54	68	25	78	64	97	93	96	95	80	97	66	97	93	79	81	96	96	96	97	95
ENSG00000011451.22	76	80	79	83	81	74	75	79	76	77	80	79	81	81	80	80	81	82	78	75	83	78	81	80	77	81	75	78	77	80	78	79	85	82	76	80	76	88	79	60	44	47	67	64	73	48	58	49	61	40	59	76	77	79	80	79	66	81	80	72	82	82	77	72	72	81	76	74	80	82	82	73	78	73	73	75	80	79	75	73	75	79	80	81	75	80	79	82	81	77	77	79	64	73	66	67	64	70	66	65	76	76	74	76	79	76	81	79	81	78	79	77	76	77	73	65
ENSG00000011454.19	81	60	60	72	58	72	86	70	78	82	93	68	84	86	68	67	93	72	59	71	91	68	75	73	64	82	67	68	68	67	86	66	61	60	61	70	71	73	59	86	86	96	96	82	93	92	95	84	85	94	78	68	59	73	59	95	68	65	77	76	65	65	67	71	76	70	66	69	64	71	80	65	74	67	69	69	56	71	64	63	56	64	74	87	60	70	61	69	84	81	78	64	95	94	87	93	88	84	87	84	68	72	75	79	74	80	97	76	85	84	99	92	80	93	67	89
ENSG00000011465.19	96	98	97	99	97	99	99	95	99	99	99	95	99	99	98	98	99	99	98	99	99	99	99	89	96	99	98	97	98	99	98	98	97	98	96	99	97	99	97	99	99	99	99	99	99	99	99	99	99	99	99	87	83	91	97	96	95	96	99	98	99	98	97	96	95	93	92	97	92	97	97	97	92	96	97	97	96	95	98	98	99	97	96	99	98	98	99	99	99	99	99	95	99	99	99	99	99	99	99	99	98	97	98	99	98	99	93	97	99	99	99	98	99	98	91	97
ENSG00000011566.16	50	52	49	43	46	68	54	44	57	51	51	45	78	65	48	59	51	43	64	54	64	53	58	50	52	54	50	55	42	54	58	41	52	42	35	50	50	44	46	61	70	64	77	44	57	62	76	64	66	68	74	55	59	61	51	77	69	49	50	72	41	55	59	54	50	52	62	62	74	44	56	65	58	47	57	56	41	64	57	49	46	56	53	45	53	70	49	57	57	49	47	54	66	59	63	63	68	51	64	61	47	55	56	67	62	62	59	52	58	59	67	52	55	51	54	52
ENSG00000012048.27	65	68	67	54	57	65	65	65	70	66	41	64	28	38	56	65	26	68	73	71	36	71	63	55	76	39	70	77	71	64	59	66	45	57	59	67	70	63	73	35	34	52	24	28	34	46	33	35	50	32	36	69	69	72	67	42	71	30	63	56	63	56	66	64	63	65	64	60	68	58	61	67	48	65	62	62	68	51	78	65	67	61	59	49	71	46	69	51	34	66	66	53	53	53	23	33	34	23	44	51	51	56	57	47	36	63	19	58	43	27	28	56	56	50	55	51
ENSG00000012061.18	70	75	79	77	72	76	74	72	73	69	74	73	77	76	72	72	70	73	80	74	77	72	73	88	74	73	71	79	74	71	78	68	73	80	70	71	67	76	66	76	81	76	83	87	85	84	79	80	80	73	78	73	78	76	76	83	76	81	82	80	74	73	76	73	72	79	70	72	70	72	70	64	76	76	72	74	74	74	73	76	75	72	76	74	78	81	71	76	79	75	68	71	82	76	80	80	83	83	76	79	76	73	78	80	77	74	83	72	71	75	82	77	71	78	76	81
ENSG00000012211.14	28	22	21	22	31	21	19	22	16	18	23	20	23	27	21	21	23	21	20	20	25	22	26	17	20	21	25	19	18	22	23	23	26	29	24	21	23	25	23	25	19	28	28	23	20	19	25	18	22	19	19	22	22	19	21	24	19	31	25	24	21	19	24	21	22	26	23	24	23	29	23	22	25	26	23	21	22	27	19	19	22	21	21	29	21	22	20	26	28	24	23	24	24	25	24	20	22	24	18	20	20	29	26	24	31	22	26	21	22	25	26	23	24	22	26	28
ENSG00000012822.17	79	79	78	90	87	84	94	85	92	90	93	88	93	93	83	83	93	86	77	79	94	80	91	78	73	91	83	84	77	84	89	84	86	87	74	81	82	90	80	94	92	93	91	91	93	92	92	92	91	92	94	77	83	80	79	85	83	91	91	87	86	91	86	80	80	87	74	82	90	87	91	82	84	78	78	79	81	91	79	75	82	83	89	93	74	89	87	87	93	85	86	83	89	93	92	94	94	96	94	94	76	90	82	89	85	78	92	86	92	91	92	88	87	87	83	84
ENSG00000012983.13	80	80	80	87	88	85	85	82	84	85	89	86	88	87	85	87	88	82	81	83	87	82	87	85	86	92	84	85	81	87	88	80	78	84	82	81	82	76	75	86	91	90	87	78	87	89	90	93	87	92	90	84	81	84	89	83	90	90	80	84	76	86	90	84	86	76	84	85	86	83	82	86	89	80	90	88	86	87	86	81	82	86	90	90	86	88	89	89	90	90	90	88	89	89	92	91	92	91	90	92	82	85	85	87	90	88	91	86	92	91	89	87	88	86	86	92
ENSG00000013016.17	89	84	76	85	86	77	77	80	75	83	87	76	64	81	83	86	77	79	73	77	82	80	84	83	74	72	84	80	62	88	78	75	89	75	87	85	88	88	86	76	60	68	77	60	74	85	68	68	70	55	72	75	68	77	75	89	77	74	72	56	75	80	75	58	65	76	74	78	81	81	91	78	80	73	78	66	63	81	81	71	72	75	70	72	72	84	74	72	77	71	79	73	63	76	73	60	63	64	69	77	82	77	92	82	77	83	88	69	65	64	42	78	86	61	91	84
ENSG00000013275.9	81	77	77	78	79	79	75	80	75	76	68	82	73	74	78	78	75	79	79	78	71	76	77	80	81	74	78	78	80	76	78	76	81	80	79	75	77	81	77	72	65	68	70	78	70	68	70	70	71	61	73	80	81	77	78	84	81	80	85	81	84	76	78	79	77	83	81	77	76	76	78	79	79	78	75	78	77	79	76	79	77	79	77	77	74	79	72	76	76	76	74	76	73	76	73	73	74	74	71	74	81	76	76	78	78	78	75	77	75	81	73	79	80	80	81	81
ENSG00000013306.17	81	80	86	84	85	82	80	85	77	78	75	84	79	79	83	83	78	83	82	79	81	82	83	85	82	79	83	83	83	83	81	83	88	86	84	83	83	87	84	65	53	59	75	73	74	61	65	58	71	54	71	81	84	81	82	78	79	87	85	83	84	84	84	84	84	90	84	82	87	85	84	83	85	86	82	79	88	84	82	80	83	84	83	83	83	83	79	87	83	78	82	84	74	82	75	75	74	78	75	76	84	84	81	80	82	80	76	82	80	83	74	83	83	80	83	77
ENSG00000013392.9	26	19	26	24	23	22	22	19	28	22	31	23	39	29	24	25	38	20	22	20	26	22	24	25	21	36	21	23	20	24	31	20	22	24	19	22	17	21	19	39	42	43	36	41	38	47	44	46	34	46	45	22	28	21	22	39	26	33	35	33	25	31	26	22	27	26	20	22	23	24	25	24	29	25	28	29	29	23	24	24	21	23	24	30	19	25	22	28	31	28	21	22	31	31	36	42	40	46	41	39	21	30	24	29	31	24	49	24	30	41	37	26	25	28	28	36
ENSG00000013441.18	70	62	66	73	75	73	88	68	86	84	80	67	73	69	68	69	75	68	60	69	77	64	72	66	63	86	61	68	68	71	73	73	63	58	74	77	67	68	69	87	87	88	85	91	91	86	89	83	86	84	85	54	69	75	73	79	80	69	72	77	69	84	79	68	77	72	77	76	70	74	72	64	63	67	78	77	78	79	79	71	74	72	73	78	72	78	76	80	83	78	71	77	75	71	81	83	81	85	76	75	73	74	77	78	68	71	82	76	76	77	88	61	61	59	57	61
ENSG00000013523.13	36	37	27	33	31	37	48	31	36	36	52	26	49	35	31	29	36	30	30	29	44	27	33	34	25	40	33	27	27	27	40	33	31	27	30	34	34	33	28	54	40	50	46	36	45	45	43	43	42	45	43	35	25	36	28	38	26	47	31	30	33	32	31	27	33	32	24	35	35	38	36	35	32	31	30	29	26	41	30	32	30	28	22	41	27	33	30	32	37	34	23	36	36	46	49	38	45	41	55	41	30	38	35	30	35	28	42	27	35	44	44	35	37	45	32	45
ENSG00000013573.18	54	48	44	36	47	54	33	53	39	32	41	44	20	21	45	56	33	55	51	45	29	54	50	37	49	24	41	53	45	35	44	51	45	50	39	52	54	41	49	26	27	28	26	27	36	30	21	31	23	12	28	58	41	46	39	40	49	41	54	41	44	34	44	48	53	47	36	46	43	40	49	57	31	44	36	36	48	43	44	53	46	39	47	33	52	21	43	36	25	38	39	46	31	37	29	36	14	26	37	20	54	36	44	43	20	41	17	47	27	29	33	52	46	36	48	37
ENSG00000013810.22	89	91	81	82	86	91	83	91	86	87	60	85	40	60	86	89	48	91	91	92	55	92	83	84	92	47	85	89	91	86	75	91	80	69	90	89	93	82	93	34	37	35	41	41	39	49	31	45	60	33	42	87	87	91	89	79	91	48	76	82	89	77	89	91	90	89	82	84	85	86	83	90	71	92	87	87	90	74	90	91	89	86	75	74	93	62	87	82	59	86	86	86	69	62	40	39	41	32	45	39	91	77	84	82	54	88	38	85	73	47	50	85	83	80	86	80
ENSG00000014138.11	62	65	71	57	65	69	53	69	62	62	32	65	35	30	53	67	27	63	67	63	33	69	61	65	74	27	68	69	67	59	64	67	57	55	60	62	69	66	68	40	44	32	33	32	23	32	38	40	55	38	35	59	62	64	60	38	68	50	62	51	67	56	60	68	69	61	56	61	66	57	61	68	49	63	65	64	58	54	68	60	67	65	57	38	63	50	59	57	40	54	65	55	53	40	33	32	31	30	45	33	60	44	47	36	47	59	28	56	46	33	43	62	53	49	58	56
ENSG00000014164.8	34	33	27	28	37	31	25	36	22	30	33	32	37	38	32	32	33	33	32	25	28	29	28	37	33	31	26	30	29	29	31	35	45	40	37	40	33	38	39	23	11	11	31	28	25	10	16	14	21	14	11	32	30	31	33	29	24	37	36	27	36	27	29	26	25	36	29	28	30	31	33	28	35	28	33	29	33	31	31	30	34	30	31	27	34	29	32	32	35	29	28	35	24	29	18	29	20	25	20	22	33	29	28	25	28	29	36	29	29	28	29	33	32	33	29	21
ENSG00000015171.22	83	84	86	85	85	85	86	86	88	88	86	85	86	87	86	85	87	83	82	87	84	87	87	82	83	88	86	83	83	85	84	84	79	83	82	84	82	85	82	87	89	89	87	80	87	87	88	87	87	87	85	84	86	84	84	89	83	84	82	85	79	84	82	85	80	80	78	81	85	86	85	84	84	84	85	83	81	83	85	83	86	86	83	87	84	85	86	83	87	87	86	83	86	87	88	85	88	88	89	88	82	86	87	87	88	82	84	84	87	84	85	81	85	83	85	87
ENSG00000015532.11	65	86	68	68	73	67	64	66	57	60	83	65	64	67	66	64	70	68	63	61	70	58	68	81	57	64	68	58	64	67	68	63	78	69	67	63	66	73	68	58	40	46	63	57	57	51	52	48	60	47	62	62	68	64	67	70	59	72	90	65	73	70	65	62	60	67	60	65	74	68	69	69	70	67	67	64	64	70	66	65	67	66	89	70	64	87	63	74	83	62	70	74	55	65	60	62	56	59	53	56	65	81	70	63	69	67	73	66	65	70	60	73	65	71	77	61
ENSG00000015676.19	82	85	86	86	84	82	82	86	81	78	84	87	82	83	87	84	81	86	86	84	81	85	85	85	85	83	85	84	88	87	82	85	89	87	85	83	83	90	85	82	80	83	84	86	82	84	81	83	84	81	84	84	85	86	83	84	82	88	88	84	83	85	87	84	83	86	80	84	88	86	86	83	87	88	85	80	80	86	81	85	82	85	84	85	83	83	83	86	86	84	86	87	82	82	86	81	84	84	85	85	84	85	82	81	84	84	81	84	83	85	79	83	86	84	84	86
ENSG00000016391.12	11	11	3	14	2	14	23	2	25	25	39	1	4	19	11	1	1	8	13	15	27	18	19	1	3	8	6	6	15	10	2	19	12	4	4	20	8	12	12	50	39	33	47	44	49	39	46	7	49	44	2	6	3	1	2	10	2	8	2	14	14	5	4	6	1	2	8	5	2	6	10	10	3	11	4	1	12	9	5	9	6	2	4	5	4	3	13	1	13	5	6	2	30	33	26	26	27	39	16	10	7	4	5	2	2	6	20	9	2	0	13	10	6	1	2	3
ENSG00000016864.20	78	78	76	83	83	83	85	75	80	78	87	81	86	85	80	79	87	80	78	81	84	77	85	77	76	87	83	72	75	81	87	74	74	79	72	77	75	76	75	87	89	87	86	90	86	86	88	88	87	86	90	73	81	80	80	79	83	82	82	82	82	88	82	80	83	79	76	80	84	83	85	83	83	79	82	82	82	86	85	84	84	86	82	84	82	87	86	86	88	84	87	82	83	82	86	85	85	87	84	86	83	87	81	84	85	83	83	83	86	86	86	83	81	83	80	86
ENSG00000017483.17	27	77	89	79	84	83	86	87	87	84	63	75	63	61	79	81	68	87	80	76	56	82	83	8	75	45	73	84	86	75	86	61	90	88	75	54	79	79	82	59	75	58	63	76	64	63	53	70	73	70	88	48	80	71	75	29	80	68	91	62	82	75	79	81	73	81	58	68	77	73	80	68	60	60	47	82	83	75	88	74	87	75	75	64	86	44	81	81	73	77	77	64	74	55	37	72	44	64	66	58	85	80	72	71	76	74	19	77	66	50	43	70	60	57	60	63
ENSG00000017797.14	89	88	89	88	88	90	88	89	91	90	88	88	88	88	89	89	88	88	89	89	88	87	87	88	87	88	89	89	89	89	89	90	89	88	89	89	89	90	88	88	89	85	88	87	87	87	87	87	86	88	87	87	90	90	88	85	87	88	86	89	85	89	90	89	89	88	89	89	90	89	88	87	89	89	90	90	88	87	89	89	89	89	91	89	89	86	89	88	88	90	89	90	89	89	88	89	88	88	89	88	88	90	87	89	90	89	88	88	88	87	90	88	88	89	87	88
ENSG00000018869.19	8	15	18	16	11	14	6	13	10	11	10	15	12	9	10	8	8	13	12	7	6	13	10	18	13	18	15	13	11	11	13	14	12	14	8	11	5	12	10	21	15	17	6	9	16	9	17	15	8	15	14	8	12	9	11	12	10	8	14	5	14	17	9	12	15	12	10	7	17	16	14	13	14	9	8	10	8	3	9	4	3	9	6	13	8	8	10	6	11	14	14	9	10	6	13	12	15	12	12	13	12	10	12	11	15	12	10	12	11	17	13	11	10	5	12	12
ENSG00000019995.6	65	63	54	65	58	62	79	63	75	62	69	63	80	66	65	58	69	62	65	64	74	71	67	57	57	73	54	65	64	55	66	64	59	64	62	65	63	56	56	77	74	75	75	69	63	80	76	77	69	83	72	59	58	64	64	71	60	64	61	72	58	57	59	60	63	60	69	74	68	69	63	63	66	64	67	66	71	57	71	70	70	66	62	63	53	73	62	56	70	72	58	60	73	74	72	72	79	74	71	70	58	57	60	66	65	52	74	61	71	68	71	64	59	62	59	76
ENSG00000020922.14	55	56	59	60	53	66	55	61	60	57	47	62	42	45	59	54	41	58	63	68	45	62	55	52	65	43	61	62	67	60	50	59	49	54	57	55	61	47	54	53	56	49	51	45	50	54	55	58	50	58	47	54	53	64	60	49	67	36	48	53	40	47	51	60	59	45	51	49	47	49	41	57	47	55	57	60	60	42	54	54	58	51	55	51	55	41	60	45	37	64	52	52	49	48	47	46	50	40	48	46	52	45	44	50	48	55	51	51	46	45	54	53	52	49	50	50
ENSG00000021355.14	51	57	57	56	55	65	64	55	63	59	63	58	63	69	59	55	58	55	60	61	60	54	61	60	60	69	67	55	63	61	61	63	56	51	58	61	59	56	55	66	74	69	70	80	73	70	72	71	69	75	67	63	66	54	54	56	55	54	64	66	55	63	60	62	60	63	61	63	62	66	63	59	64	58	62	61	50	63	53	61	65	62	66	64	54	60	62	61	64	55	60	63	71	69	68	65	68	61	68	64	57	66	63	68	65	62	54	62	66	60	74	60	56	64	61	62
ENSG00000021762.21	78	67	64	69	67	57	70	74	63	62	74	60	72	73	69	74	64	77	66	69	74	61	73	70	65	71	67	63	54	72	69	72	73	62	57	70	64	69	66	55	39	42	67	60	66	50	50	45	70	37	52	66	69	59	63	75	58	79	77	71	81	65	67	59	55	61	68	77	71	64	76	63	61	70	58	70	66	72	69	70	64	70	81	74	69	77	56	63	72	67	69	63	57	59	53	57	49	45	46	62	79	70	75	72	69	62	89	72	71	67	74	82	70	72	73	69
ENSG00000022267.20	98	69	60	78	54	84	92	79	80	78	98	94	96	96	90	85	98	77	58	82	96	85	91	93	67	96	87	81	83	79	93	96	62	78	80	96	54	92	72	93	95	99	96	96	93	96	97	96	95	94	95	96	78	83	55	96	52	95	92	98	79	78	93	73	86	81	97	89	88	92	84	88	94	88	86	57	75	91	92	77	84	76	94	96	75	85	85	43	94	90	76	78	97	97	99	97	98	98	98	98	92	81	92	96	98	88	99	90	86	97	98	94	95	98	98	93
ENSG00000022277.14	86	81	82	80	83	82	78	77	78	77	88	84	86	85	82	81	83	77	81	78	87	81	82	85	82	85	84	84	81	82	83	84	83	80	83	84	83	86	81	87	89	88	88	89	90	88	90	90	92	90	87	87	84	84	82	84	84	87	87	89	84	87	85	84	83	84	87	87	83	86	85	83	89	83	84	84	85	89	84	82	84	86	84	87	84	89	84	84	86	80	83	83	89	90	89	90	88	86	89	89	86	85	87	87	90	85	82	87	87	88	87	85	84	85	86	87
ENSG00000023171.21	68	61	77	60	63	71	66	67	57	61	56	77	65	57	64	61	50	70	73	56	58	69	68	75	78	55	68	74	81	60	69	63	75	77	68	61	70	72	61	51	60	52	62	45	45	58	54	77	60	53	66	76	80	73	61	51	79	77	79	71	62	63	55	64	69	65	63	64	71	69	60	61	76	68	69	60	49	61	57	68	58	70	85	66	59	61	58	77	58	69	62	73	58	67	58	57	63	50	53	58	57	71	68	63	68	59	52	69	59	70	41	64	66	63	67	64
ENSG00000023191.18	95	96	96	97	97	95	95	97	95	96	96	96	95	95	96	96	95	97	95	95	96	95	97	94	95	94	97	96	97	96	95	97	97	96	97	97	97	97	97	91	80	80	95	93	95	87	91	76	94	81	88	95	95	95	96	94	93	96	95	96	97	96	96	96	95	96	95	95	97	97	97	95	96	96	95	95	96	94	95	95	96	97	95	97	96	95	96	97	96	95	96	96	93	94	91	93	92	92	90	91	96	95	95	95	94	95	92	96	96	94	94	92	95	95	92	87
ENSG00000023287.14	75	65	68	74	70	80	80	68	81	76	81	71	83	83	73	73	81	68	68	78	73	71	76	68	63	80	77	73	71	75	74	68	70	77	79	75	75	63	71	86	87	85	83	87	81	84	84	84	81	89	87	74	70	74	69	66	73	62	58	65	64	76	69	73	75	72	78	73	77	69	73	72	73	76	79	79	67	68	74	77	74	76	68	77	74	73	82	78	79	81	79	74	81	82	83	84	87	80	83	82	72	78	72	78	82	73	88	67	82	76	84	75	74	75	73	80
ENSG00000023330.16	54	63	76	63	66	67	61	70	60	60	53	71	58	61	62	65	59	64	72	64	63	63	63	76	70	65	67	76	72	66	70	57	76	71	73	62	65	64	66	56	59	53	50	59	47	51	56	61	55	54	69	74	72	74	73	64	68	60	73	62	73	71	61	67	73	70	61	67	64	59	56	64	65	71	75	77	56	57	60	67	69	71	67	60	66	65	66	68	59	73	61	70	58	71	64	54	62	47	45	52	60	51	49	51	60	58	60	58	53	65	53	65	62	60	53	58
